img_id,label
8082,Asian
8083,Asian
8084,White
8085,Black
8087,Black
8089,Asian
8090,Black
8092,Asian
8093,Black
8094,White
8096,Asian
8097,Indian
8098,Asian
8099,Asian
8100,Black
8101,Black
8102,Hispanic
8103,Black
8104,Asian
8105,Black
8106,Asian
8107,Black
8108,Black
8109,Black
8110,Hispanic
8111,Hispanic
8112,Asian
8114,Asian
8115,White
8116,Black
8118,White
8119,Asian
8120,Black
8121,Black
8122,Black
8123,Asian
8124,Black
8125,Black
8126,Asian
8127,White
8128,Black
8129,Black
8130,Black
8131,Hispanic
8133,Hispanic
8134,Black
8135,Black
8136,Hispanic
8138,Black
8139,Asian
8140,Black
8141,Black
8142,White
8143,Asian
8144,Hispanic
8146,Asian
8147,Black
8148,Black
8149,White
8150,Black
8151,Hispanic
8152,Black
8153,Asian
8154,Black
8155,Hispanic
8156,Hispanic
8157,Black
8158,Black
8159,Indian
8160,Asian
8161,Black
8162,Asian
8163,Black
8164,Black
8165,Indian
8166,Asian
8167,Black
8168,Black
8169,Indian
8171,Black
8172,Hispanic
8173,Hispanic
8174,Black
8175,Black
8176,Black
8177,Black
8178,Black
8179,Asian
8180,Black
8181,Indian
8182,White
8183,Asian
8184,Asian
8185,White
8186,Asian
8187,Asian
8188,Asian
8189,Black
8190,Asian
8191,Asian
8192,Asian
8193,Asian
8194,Black
8195,Asian
8196,Hispanic
8197,Black
8198,Black
8200,White
8201,Asian
8202,Black
8203,Black
8204,Asian
8205,Black
8206,Black
8207,Asian
8208,White
8209,Black
8210,Asian
8211,Black
8212,Black
8213,Asian
8214,Black
8215,Asian
8216,Asian
8217,Indian
8219,Asian
8220,Black
8221,Black
8222,Black
8223,Asian
8224,Black
8225,Asian
8226,Asian
8227,Hispanic
8228,Black
8229,Black
8230,Hispanic
8231,Black
8232,Asian
8233,Black
8234,Asian
8235,White
8236,Hispanic
8237,Hispanic
8238,White
8239,Asian
8240,White
8241,Black
8242,Asian
8243,Indian
8244,White
8245,Asian
8246,Indian
8247,Black
8248,Asian
8249,Black
8250,Black
8251,Asian
8253,Asian
8256,Black
8257,Black
8258,Asian
8259,Black
8260,Asian
8261,Black
8262,Asian
8263,Black
8264,Black
8265,Black
8266,Asian
8267,Indian
8269,Black
8270,Black
8271,White
8272,Hispanic
8273,Black
8274,Asian
8275,Asian
8277,Indian
8278,Black
8279,Asian
8280,Asian
8281,Black
8282,Black
8283,Asian
8284,Asian
8285,Asian
8286,Black
8287,Black
8288,Black
8289,Asian
8290,White
8291,Indian
8292,Black
8293,Black
8294,Black
8295,Hispanic
8296,Black
8297,Hispanic
8298,Indian
8299,Asian
8300,Black
8301,Asian
8302,Asian
8303,Black
8304,Asian
8305,Asian
8306,Black
8307,Black
8308,Hispanic
8310,Black
8311,Asian
8312,Asian
8313,Black
8314,Asian
8315,White
8316,Hispanic
8317,Black
8318,Asian
8319,Asian
8320,Black
8321,Hispanic
8322,Asian
8323,Black
8324,Black
8325,Black
8326,Black
8327,Black
8328,Hispanic
8329,Black
8331,Asian
8333,Hispanic
8334,Black
8335,Asian
8336,Black
8337,Hispanic
8338,Black
8339,Asian
8341,Black
8342,White
8343,Indian
8344,Black
8345,Indian
8347,Asian
8348,Asian
8349,Black
8350,Hispanic
8351,Black
8352,Black
8353,Black
8354,Asian
8355,Asian
8356,Black
8357,Hispanic
8358,Asian
8359,Asian
8360,Black
8361,Asian
8362,White
8363,Black
8364,Black
8365,Black
8366,Asian
8367,Black
8368,Indian
8369,Black
8370,Asian
8371,Indian
8372,Hispanic
8373,Hispanic
8375,Black
8376,Black
8377,Black
8378,Asian
8379,Black
8381,Asian
8382,Asian
8383,Black
8384,Hispanic
8385,Asian
8386,Indian
8387,Asian
8388,White
8390,Black
8391,White
8392,Black
8394,Black
8395,Black
8397,Black
8398,Black
8399,Asian
8400,Black
8401,Black
8402,White
8403,Asian
8404,Indian
8405,Indian
8406,Hispanic
8407,Asian
8408,Black
8409,Asian
8410,Black
8411,Black
8412,Hispanic
8413,Black
8414,Black
8415,Black
8416,White
8417,Asian
8418,Black
8419,Hispanic
8420,Asian
8421,Hispanic
8422,Black
8423,Asian
8424,Asian
8426,Black
8428,Asian
8429,Black
8430,Black
8431,Hispanic
8432,Black
8433,Black
8434,Black
8435,Black
8436,Black
8437,Black
8438,Black
8439,Asian
8440,Black
8442,Hispanic
8443,Hispanic
8445,Asian
8447,Asian
8448,Hispanic
8450,Black
8451,Asian
8452,Black
8453,Hispanic
8455,Asian
8456,Asian
8457,Black
8458,White
8459,Indian
8460,Black
8461,Asian
8462,White
8463,Hispanic
8464,Black
8465,Black
8466,Asian
8467,Black
8468,Hispanic
8469,Black
8470,Indian
8472,Indian
8473,Black
8474,Black
8475,Black
8476,Hispanic
8477,White
8478,Hispanic
8479,White
8480,Black
8481,Asian
8482,Hispanic
8483,Asian
8484,Hispanic
8485,Asian
8486,Hispanic
8487,Hispanic
8488,Black
8489,Asian
8490,Hispanic
8491,Indian
8492,White
8493,White
8494,Asian
8495,Black
8496,Asian
8497,Asian
8498,Asian
8499,Black
8500,Black
8501,Asian
8502,Black
8503,Asian
8504,Asian
8505,Asian
8506,Asian
8507,Hispanic
8508,Asian
8509,Black
8510,Black
8511,Asian
8512,Black
8513,Hispanic
8514,Hispanic
8515,Asian
8516,Asian
8518,Hispanic
8519,Black
8520,Black
8521,Black
8522,Asian
8523,Indian
8524,Black
8525,Hispanic
8526,Asian
8527,Black
8528,Asian
8529,Hispanic
8530,Indian
8531,Asian
8532,Hispanic
8534,Indian
8535,Black
8536,Asian
8537,Black
8538,Asian
8539,Black
8540,Black
8541,Black
8542,Black
8543,Black
8544,Black
8545,Asian
8546,Hispanic
8547,Asian
8548,Asian
8549,Asian
8550,Hispanic
8551,Black
8552,Asian
8553,Asian
8554,Indian
8555,Asian
8556,Hispanic
8558,Hispanic
8559,White
8561,White
8562,Black
8563,Black
8564,Hispanic
8565,Indian
8566,Hispanic
8568,Black
8569,Black
8570,Asian
8571,Asian
8572,Asian
8573,Hispanic
8574,Asian
8575,Asian
8576,Asian
8577,Asian
8580,Hispanic
8581,Black
8582,Asian
8583,White
8584,Asian
8585,Black
8586,Asian
8587,White
8588,Hispanic
8589,Black
8590,Hispanic
8591,Indian
8592,Asian
8593,Black
8594,Asian
8595,Asian
8596,Asian
8597,Hispanic
8598,Black
8599,Black
8600,Asian
8601,Black
8602,Hispanic
8603,Asian
8604,Black
8605,Asian
8606,Black
8607,Black
8608,Asian
8609,White
8610,Hispanic
8612,Asian
8613,Black
8614,Hispanic
8615,Black
8617,Asian
8618,Black
8619,Asian
8620,Black
8621,Black
8622,Black
8623,Black
8624,Black
8625,Hispanic
8626,Black
8627,Black
8628,Black
8629,Indian
8630,Asian
8631,Hispanic
8632,Black
8633,Asian
8635,Black
8636,Asian
8637,Hispanic
8638,Black
8639,Asian
8640,Black
8641,Hispanic
8643,Asian
8645,Asian
8646,Asian
8647,White
8648,Black
8649,Asian
8650,Asian
8651,Black
8652,Black
8653,Indian
8655,Asian
8657,White
8658,Hispanic
8659,Black
8660,Asian
8661,Hispanic
8662,White
8663,Black
8664,Black
8665,Asian
8666,Hispanic
8668,Hispanic
8669,Asian
8670,Black
8671,Black
8672,Asian
8673,Asian
8674,Black
8675,White
8676,Asian
8677,Asian
8678,Black
8679,Hispanic
8680,Black
8681,Black
8682,Black
8683,Asian
8684,Asian
8685,Asian
8686,Asian
8687,Asian
8688,Black
8689,Black
8690,Black
8691,Black
8692,Indian
8694,Hispanic
8695,Asian
8696,Asian
8697,White
8698,Black
8699,Black
8700,Black
8701,Black
8702,Asian
8703,Black
8704,Hispanic
8705,Black
8706,Asian
8707,Black
8708,Asian
8709,Hispanic
8710,Asian
8711,Black
8712,Black
8713,Black
8714,Black
8715,White
8716,White
8718,Indian
8719,Asian
8720,Hispanic
8721,Asian
8722,Hispanic
8723,Black
8724,Hispanic
8725,Black
8726,Black
8727,Asian
8728,White
8729,Indian
8730,Asian
8732,Asian
8733,Black
8734,Asian
8735,Hispanic
8736,Indian
8737,Black
8738,Hispanic
8739,Black
8740,Black
8741,Hispanic
8742,Hispanic
8743,Black
8744,Black
8745,Black
8746,Black
8747,Indian
8748,Asian
8749,Asian
8751,Indian
8752,Black
8753,White
8754,Asian
8755,Asian
8756,Hispanic
8759,Black
8760,Hispanic
8761,Hispanic
8762,Black
8763,Black
8764,Hispanic
8765,Asian
8766,Asian
8767,Black
8768,White
8769,Asian
8770,Black
8771,Asian
8772,Black
8773,Black
8774,Hispanic
8775,Black
8776,Hispanic
8777,Asian
8778,Asian
8779,Asian
8780,Asian
8781,Black
8782,Asian
8783,Black
8784,Hispanic
8785,Black
8786,Hispanic
8787,Hispanic
8788,Hispanic
8789,Black
8790,Hispanic
8791,Hispanic
8792,Black
8793,Indian
8794,Asian
8795,Asian
8796,Black
8797,Black
8798,Hispanic
8799,Asian
8800,Asian
8801,Asian
8802,Asian
8803,Hispanic
8804,Black
8805,Asian
8806,Asian
8807,White
8808,Black
8810,Black
8811,Black
8812,Black
8814,Black
8815,Black
8816,Black
8817,White
8818,Black
8819,Black
8820,Asian
8821,Black
8822,Hispanic
8823,Indian
8824,Hispanic
8826,Hispanic
8828,White
8829,White
8830,Hispanic
8831,Asian
8832,Hispanic
8833,Black
8834,Hispanic
8835,Indian
8836,Hispanic
8837,Black
8839,Asian
8840,Asian
8841,Hispanic
8842,Asian
8843,Black
8844,Black
8845,White
8846,Hispanic
8847,Black
8848,Black
8849,Black
8850,Black
8851,White
8852,Black
8853,Asian
8854,Black
8855,Black
8856,Hispanic
8857,Asian
8858,Asian
8859,Hispanic
8860,Asian
8861,Black
8862,Hispanic
8863,Hispanic
8864,Asian
8865,Black
8867,Asian
8869,Black
8870,Black
8871,Black
8872,White
8873,White
8874,Black
8875,Black
8876,Black
8877,Hispanic
8878,Indian
8879,Asian
8880,Hispanic
8881,Black
8882,Asian
8883,Black
8884,Black
8885,Indian
8886,Black
8887,Black
8889,Asian
8890,Indian
8891,Hispanic
8892,Hispanic
8893,Hispanic
8894,Asian
8895,Hispanic
8896,Asian
8897,Asian
8898,Asian
8899,Black
8900,Black
8901,Black
8902,Black
8903,Hispanic
8904,Indian
8905,Black
8906,Black
8907,Black
8908,White
8909,Asian
8910,Hispanic
8911,Hispanic
8912,Indian
8913,Asian
8914,Hispanic
8916,Black
8917,Black
8918,Black
8919,Asian
8920,Black
8921,Black
8922,Black
8923,Asian
8925,Hispanic
8926,Asian
8927,Hispanic
8928,Hispanic
8930,Black
8931,Hispanic
8932,Black
8933,Black
8934,Hispanic
8935,Hispanic
8936,Black
8937,White
8938,White
8939,Hispanic
8940,Hispanic
8941,Black
8942,Asian
8943,Hispanic
8944,Hispanic
8945,Black
8946,Asian
8947,Indian
8948,Asian
8949,Black
8950,Black
8951,Black
8952,Asian
8953,Black
8954,Black
8955,Asian
8957,Indian
8958,Asian
8959,Hispanic
8960,Asian
8961,Hispanic
8963,Indian
8964,Black
8965,Indian
8966,Black
8968,Black
8969,Black
8970,Asian
8971,Asian
8972,Black
8973,Black
8974,Hispanic
8975,Asian
8976,Asian
8977,Black
8979,Black
8980,Indian
8981,Hispanic
8982,Hispanic
8983,Black
8985,Black
8986,Hispanic
8987,White
8989,Asian
8990,Black
8991,Asian
8992,Black
8993,Hispanic
8994,Hispanic
8995,Indian
8996,Black
8997,Black
8998,Asian
8999,Black
9000,Hispanic
9001,Hispanic
9002,Asian
9003,Black
9004,Asian
9005,Black
9006,Hispanic
9007,Black
9008,Asian
9009,White
9010,Black
9012,Asian
9013,Hispanic
9014,Black
9015,Black
9016,Asian
9017,Indian
9018,Hispanic
9019,Black
9020,Black
9021,Black
9022,Asian
9023,Hispanic
9024,Black
9025,Asian
9026,Hispanic
9027,Asian
9028,Black
9029,Hispanic
9030,Asian
9031,Black
9032,Asian
9033,Hispanic
9034,Black
9035,Black
9036,Black
9037,Black
9038,Asian
9039,Black
9040,Black
9041,Black
9042,White
9043,Asian
9044,Black
9045,Asian
9047,Black
9048,Black
9049,Black
9050,Asian
9051,Hispanic
9052,Asian
9053,Asian
9054,Hispanic
9055,Asian
9056,Hispanic
9059,Asian
9061,White
9062,Indian
9063,Asian
9064,Asian
9065,Black
9066,Asian
9067,Hispanic
9068,Black
9069,Hispanic
9070,Indian
9071,Black
9072,Hispanic
9073,White
9074,Hispanic
9075,Black
9077,Asian
9078,Indian
9079,Indian
9081,Hispanic
9082,Asian
9083,Asian
9084,Hispanic
9085,Black
9088,Black
9089,Black
9090,Hispanic
9091,Hispanic
9092,Hispanic
9093,Black
9094,White
9095,Hispanic
9096,Black
9097,Hispanic
9098,Black
9099,Asian
9100,Asian
9101,Black
9102,Asian
9103,Asian
9104,Asian
9105,Hispanic
9108,Black
9109,Black
9111,White
9112,Asian
9113,Asian
9114,Asian
9116,Hispanic
9117,Black
9118,Asian
9119,Black
9120,Black
9121,Black
9122,Black
9123,Indian
9124,Asian
9127,Black
9128,Black
9129,Hispanic
9131,Indian
9132,Hispanic
9133,Hispanic
9134,Asian
9135,Black
9136,Asian
9137,Asian
9138,Black
9139,Black
9141,Black
9142,Asian
9143,Asian
9145,Black
9146,Indian
9147,Asian
9148,Indian
9150,Asian
9151,Asian
9152,Asian
9153,Hispanic
9154,Black
9155,Black
9156,Indian
9157,Black
9160,Hispanic
9161,Asian
9162,Black
9163,Hispanic
9164,Asian
9167,Asian
9168,Asian
9169,Black
9170,Black
9171,Black
9172,Hispanic
9173,Black
9174,Indian
9175,White
9176,Asian
9177,Black
9179,Black
9181,Indian
9182,Asian
9183,Hispanic
9184,Asian
9185,Black
9186,Black
9187,Asian
9188,Hispanic
9189,Hispanic
9190,Asian
9193,Asian
9194,Asian
9195,Asian
9196,Hispanic
9197,Black
9198,Black
9199,Black
9200,Indian
9201,Black
9202,Hispanic
9203,Black
9204,Asian
9205,Black
9206,Black
9207,Black
9208,Asian
9209,Indian
9210,Black
9211,Black
9212,Black
9214,Black
9215,White
9216,White
9217,Asian
9218,Asian
9219,Asian
9220,Hispanic
9221,Black
9222,Black
9223,Black
9224,Hispanic
9225,Black
9226,Asian
9227,White
9228,Asian
9230,Black
9231,Black
9232,Asian
9233,Hispanic
9234,Asian
9235,Black
9236,Hispanic
9238,Asian
9239,Black
9240,Hispanic
9241,Black
9242,Asian
9243,Hispanic
9244,Black
9245,Asian
9246,Asian
9247,Asian
9248,Black
9250,Hispanic
9251,Black
9252,Black
9254,Asian
9256,Hispanic
9257,Black
9258,Hispanic
9259,Asian
9260,Hispanic
9261,Black
9262,Black
9263,Hispanic
9264,Asian
9265,Hispanic
9266,Hispanic
9267,Asian
9268,Black
9269,Black
9271,Hispanic
9272,Black
9273,Black
9274,Asian
9275,White
9276,Asian
9277,Black
9278,Hispanic
9279,Black
9281,Black
9282,Asian
9283,Indian
9284,Black
9285,Hispanic
9286,Asian
9287,Black
9288,Black
9289,Black
9290,Asian
9291,Black
9292,Hispanic
9293,Black
9294,Black
9295,Asian
9296,Black
9297,White
9298,Black
9299,Hispanic
9300,Indian
9301,Black
9302,Asian
9303,Asian
9304,Black
9305,Asian
9306,Asian
9307,Asian
9308,Indian
9309,Hispanic
9310,Hispanic
9311,Hispanic
9312,Hispanic
9313,Black
9314,Black
9315,White
9316,Asian
9317,Asian
9318,White
9319,Asian
9320,Black
9321,Black
9322,Black
9323,Black
9324,Black
9325,Asian
9326,Black
9327,Hispanic
9328,Black
9329,Hispanic
9330,Asian
9331,Black
9332,White
9333,Asian
9334,Black
9335,Black
9336,Black
9337,Black
9338,Asian
9339,Asian
9340,Hispanic
9342,Asian
9343,Black
9344,Asian
9345,Black
9346,Black
9349,Hispanic
9350,Asian
9351,Black
9352,Black
9353,Indian
9354,White
9355,Asian
9356,Asian
9357,Hispanic
9360,Indian
9361,Hispanic
9362,Asian
9363,Black
9364,Black
9366,Asian
9367,Asian
9368,Asian
9369,Black
9370,Black
9371,Black
9372,Hispanic
9373,Asian
9374,Black
9375,Black
9376,Black
9377,Black
9378,Hispanic
9379,Hispanic
9380,Black
9381,Black
9382,Hispanic
9383,Asian
9384,Hispanic
9385,Black
9386,Asian
9387,Black
9388,Asian
9389,Hispanic
9390,Asian
9391,Hispanic
9392,Asian
9393,Black
9394,Black
9395,Black
9396,Black
9397,Black
9398,Asian
9399,Black
9400,Black
9402,Hispanic
9403,Hispanic
9404,Hispanic
9405,Black
9406,Black
9407,Black
9409,Asian
9410,Asian
9411,Asian
9412,Asian
9413,Black
9414,Black
9415,Black
9416,Indian
9417,Black
9418,Asian
9419,Asian
9420,Asian
9421,White
9422,Black
9423,White
9425,Hispanic
9426,Black
9427,Hispanic
9428,Hispanic
9429,Black
9430,Hispanic
9431,Black
9432,Hispanic
9433,Black
9434,Hispanic
9435,Hispanic
9436,Black
9437,Black
9438,Hispanic
9439,Asian
9440,Asian
9441,Black
9442,Black
9443,Indian
9444,Black
9445,White
9446,Hispanic
9447,Black
9449,Hispanic
9450,Hispanic
9451,Black
9452,Black
9453,Indian
9454,Hispanic
9455,Asian
9456,Asian
9457,Black
9458,Black
9459,Black
9461,Indian
9462,Indian
9464,White
9465,White
9466,Hispanic
9467,Hispanic
9468,Black
9469,Asian
9470,Asian
9471,Black
9472,Black
9473,Asian
9474,Hispanic
9476,Black
9477,Asian
9478,Black
9479,Asian
9480,Black
9481,Black
9482,Hispanic
9483,Black
9484,Asian
9485,Hispanic
9486,Black
9488,Hispanic
9489,Black
9490,Hispanic
9491,Asian
9493,Asian
9494,Black
9495,Black
9496,Indian
9497,Hispanic
9498,Black
9499,Asian
9500,Hispanic
9501,Asian
9502,Black
9503,Asian
9504,Black
9505,Asian
9506,Hispanic
9507,Asian
9508,Asian
9510,Black
9511,Hispanic
9512,Asian
9514,Black
9515,Hispanic
9516,Asian
9517,Black
9518,Asian
9519,Asian
9520,Black
9521,Indian
9522,Black
9523,Asian
9524,Indian
9525,Asian
9527,Hispanic
9528,Hispanic
9529,Black
9530,Hispanic
9531,Indian
9532,Asian
9533,Black
9534,Black
9535,Indian
9536,White
9537,Indian
9538,Black
9539,Asian
9540,Black
9541,Asian
9542,Black
9543,Black
9544,Hispanic
9545,Indian
9546,Black
9547,Black
9548,Indian
9549,Indian
9550,Black
9551,Black
9552,Asian
9553,Black
9554,Hispanic
9555,Hispanic
9556,Hispanic
9557,Asian
9558,Asian
9559,Black
9561,Asian
9562,Black
9563,Black
9564,Asian
9565,Black
9566,Black
9567,Black
9569,Asian
9570,Asian
9571,White
9572,Asian
9573,Black
9574,Hispanic
9575,Black
9576,Indian
9577,Black
9578,Black
9579,Black
9580,Hispanic
9581,Asian
9582,Asian
9584,Hispanic
9585,Asian
9587,Black
9588,Black
9589,Black
9590,Black
9591,Hispanic
9592,Black
9593,White
9594,Asian
9595,Hispanic
9596,Black
9597,Asian
9598,Black
9599,Asian
9600,Asian
9601,Black
9602,Asian
9603,Indian
9604,Asian
9605,Black
9606,Black
9607,Indian
9608,Asian
9609,Black
9610,White
9611,Black
9613,Black
9614,Asian
9616,Asian
9618,Black
9619,White
9620,Black
9621,Black
9622,White
9623,Black
9624,Indian
9625,Black
9626,Black
9627,Black
9629,White
9630,Black
9631,Asian
9634,Black
9635,Asian
9636,Hispanic
9637,Asian
9638,Black
9639,Black
9640,Hispanic
9641,Asian
9642,Black
9644,Black
9645,Hispanic
9646,Asian
9647,Hispanic
9648,Asian
9649,Black
9650,Black
9651,Hispanic
9652,Asian
9653,Hispanic
9654,Asian
9655,Asian
9656,Hispanic
9657,Black
9658,Black
9659,Black
9662,Hispanic
9663,Black
9664,Black
9665,Asian
9667,Hispanic
9668,Black
9669,Asian
9670,Hispanic
9671,White
9672,Asian
9673,Asian
9674,Black
9675,Black
9676,Hispanic
9677,Black
9678,Asian
9679,Black
9680,Asian
9681,Black
9682,Indian
9683,Black
9684,Hispanic
9685,Asian
9686,Black
9687,Asian
9688,Asian
9689,Black
9691,Hispanic
9692,Hispanic
9693,Hispanic
9694,Black
9696,Asian
9697,Asian
9698,Black
9700,Black
9701,Hispanic
9702,Asian
9703,Hispanic
9704,Black
9705,Asian
9706,Black
9707,Black
9708,Black
9709,Black
9710,Hispanic
9711,Black
9712,Black
9713,Black
9714,Asian
9715,Hispanic
9716,Asian
9717,Hispanic
9718,Black
9719,Black
9720,White
9721,Asian
9722,Indian
9723,Hispanic
9724,Black
9725,Black
9726,Hispanic
9727,Black
9728,Black
9729,Hispanic
9730,Black
9731,Asian
9732,Black
9733,Hispanic
9734,Black
9735,Asian
9736,Asian
9737,Black
9738,Asian
9739,Asian
9740,Black
9742,Black
9743,Black
9745,Hispanic
9746,Indian
9747,Asian
9748,Black
9750,Hispanic
9751,Black
9752,Asian
9753,Black
9754,Black
9755,Black
9756,Black
9757,Black
9758,Black
9759,Hispanic
9760,Black
9761,Asian
9762,Black
9763,Indian
9764,White
9765,White
9766,Indian
9767,Hispanic
9768,Black
9769,Black
9770,Black
9771,Black
9772,Black
9773,Asian
9774,Asian
9775,Hispanic
9776,Hispanic
9777,White
9778,White
9779,White
9780,White
9781,White
9782,White
9783,White
9785,White
9786,White
9787,White
9788,White
9789,White
9790,Hispanic
9791,White
9792,White
9793,White
9794,White
9795,White
9796,White
9797,Asian
9798,White
9799,White
9800,White
9801,White
9802,White
9803,Asian
9804,White
9805,White
9806,White
9807,White
9808,White
9809,Asian
9810,White
9811,White
9812,White
9813,White
9814,White
9815,White
9816,White
9817,White
9818,White
9819,White
9820,Indian
9821,White
9822,White
9823,White
9824,White
9825,White
9826,White
9827,White
9828,White
9829,White
9830,White
9831,White
9832,Hispanic
9833,White
9835,White
9836,White
9837,White
9838,White
9840,White
9841,White
9842,White
9843,White
9844,Black
9845,White
9846,White
9847,White
9848,Asian
9849,White
9850,White
9851,White
9852,White
9853,White
9854,White
9855,White
9856,White
9857,White
9858,White
9859,White
9860,White
9861,White
9862,White
9863,White
9864,White
9865,White
9866,White
9867,Asian
9868,White
9869,White
9870,White
9871,White
9872,White
9873,White
9874,White
9875,White
9876,Black
9877,White
9878,White
9879,White
9880,White
9881,Asian
9882,White
9883,White
9884,White
9885,White
9886,White
9887,White
9888,White
9889,White
9890,Black
9891,Black
9892,White
9893,White
9894,White
9896,Hispanic
9897,White
9898,White
9899,White
9900,White
9901,White
9902,White
9903,White
9904,White
9905,White
9906,White
9907,White
9908,White
9909,Indian
9910,Asian
9911,Black
9912,White
9913,White
9914,White
9915,White
9916,White
9917,White
9918,White
9919,White
9920,White
9921,Asian
9922,White
9923,White
9924,White
9925,White
9926,Indian
9927,White
9928,White
9929,White
9930,White
9931,White
9932,White
9933,White
9935,White
9936,White
9937,White
9938,White
9939,White
9940,White
9941,White
9942,White
9943,White
9944,White
9945,White
9946,White
9947,White
9948,White
9949,White
9950,White
9951,White
9952,White
9953,White
9954,White
9955,White
9956,White
9957,White
9958,Asian
9959,White
9960,White
9961,White
9962,Indian
9963,White
9965,White
9966,White
9967,Asian
9968,White
9969,White
9970,White
9971,White
9972,Black
9973,White
9974,White
9975,White
9976,White
9977,White
9978,White
9979,White
9980,White
9982,White
9983,White
9984,Asian
9985,Black
9987,Indian
9988,White
9989,White
9990,White
9991,White
9992,White
9993,White
9995,White
9996,White
9997,Black
9998,White
9999,White
10000,White
10001,White
10002,White
10003,White
10004,White
10005,White
10006,White
10007,White
10008,Asian
10009,White
10010,White
10011,White
10012,White
10014,White
10015,White
10016,White
10017,White
10018,White
10019,White
10020,White
10021,White
10022,Black
10023,White
10024,White
10025,White
10026,White
10027,White
10028,Asian
10029,White
10030,White
10031,White
10032,White
10033,White
10034,White
10037,White
10038,White
10039,White
10040,White
10041,White
10042,White
10043,White
10044,White
10045,White
10046,White
10047,White
10048,White
10049,White
10050,White
10051,White
10052,Asian
10053,White
10055,White
10057,White
10058,White
10059,White
10060,White
10061,White
10062,White
10063,White
10064,White
10065,White
10066,White
10067,White
10068,White
10069,Hispanic
10070,White
10071,White
10072,White
10073,White
10074,White
10075,White
10077,White
10078,White
10079,White
10081,White
10082,White
10083,White
10084,White
10085,White
10086,White
10087,Indian
10088,White
10089,Asian
10090,White
10091,White
10092,White
10093,White
10094,White
10095,White
10096,White
10098,White
10099,White
10100,White
10101,White
10102,White
10103,White
10104,Black
10105,White
10106,Black
10107,White
10108,White
10109,White
10110,White
10111,White
10112,White
10113,White
10114,White
10115,White
10116,Asian
10117,White
10118,White
10119,White
10120,White
10121,White
10123,White
10124,White
10125,White
10126,White
10127,White
10129,White
10130,White
10131,White
10132,Black
10133,White
10134,White
10135,White
10136,White
10137,White
10138,White
10139,White
10140,White
10141,White
10142,White
10143,White
10144,White
10145,White
10147,White
10148,White
10149,White
10150,White
10151,White
10152,White
10153,White
10154,Asian
10155,White
10156,White
10157,White
10158,White
10160,White
10161,White
10162,White
10163,White
10164,White
10165,Asian
10166,Black
10167,White
10168,White
10170,White
10171,White
10172,White
10173,White
10174,White
10175,White
10176,White
10177,Asian
10179,White
10180,White
10181,White
10182,White
10183,White
10184,White
10185,White
10186,White
10187,White
10188,White
10189,Asian
10190,White
10191,White
10192,Asian
10193,White
10194,White
10195,White
10196,White
10197,Black
10198,White
10199,White
10200,White
10201,White
10202,White
10203,Asian
10204,White
10205,White
10206,White
10207,White
10208,White
10209,White
10210,White
10211,White
10212,White
10213,White
10214,White
10216,White
10217,White
10218,White
10219,White
10220,White
10222,White
10223,Black
10224,White
10225,White
10226,White
10227,White
10228,White
10230,White
10231,White
10232,White
10233,Asian
10234,White
10235,White
10236,White
10237,White
10238,White
10239,Black
10240,White
10241,Indian
10242,Hispanic
10243,White
10244,White
10245,White
10246,White
10247,White
10248,White
10249,White
10250,White
10251,White
10252,White
10253,White
10254,White
10255,White
10256,White
10257,White
10258,White
10259,White
10260,Black
10261,White
10262,White
10263,Asian
10264,White
10265,Black
10267,White
10268,Asian
10270,White
10271,White
10272,Asian
10273,White
10274,Black
10275,White
10276,White
10277,Black
10278,White
10279,White
10280,White
10281,Asian
10282,Asian
10283,White
10284,White
10286,Asian
10287,Hispanic
10288,Black
10289,White
10290,White
10291,Asian
10292,White
10293,White
10294,White
10295,Asian
10296,White
10297,White
10298,White
10299,Black
10300,Black
10301,White
10302,White
10303,White
10304,Black
10305,White
10306,White
10307,White
10308,White
10309,White
10310,White
10311,Asian
10312,White
10313,White
10314,White
10315,White
10316,Asian
10317,White
10318,White
10319,White
10320,White
10321,White
10322,White
10323,White
10324,White
10326,White
10327,White
10328,White
10329,White
10330,White
10331,White
10332,White
10333,White
10334,White
10335,White
10336,White
10337,White
10338,White
10339,White
10340,White
10341,White
10342,White
10343,White
10344,Indian
10345,White
10346,White
10347,Asian
10348,White
10349,White
10350,White
10351,White
10352,White
10353,White
10354,Hispanic
10355,White
10356,White
10357,White
10358,White
10359,White
10360,White
10361,Hispanic
10362,Hispanic
10363,White
10364,Hispanic
10365,White
10366,White
10368,White
10369,Black
10370,White
10371,White
10372,White
10373,White
10374,White
10376,White
10377,White
10379,White
10380,White
10381,White
10382,Black
10383,White
10384,White
10385,White
10386,White
10387,White
10388,White
10389,White
10390,White
10391,White
10393,White
10394,White
10395,White
10398,White
10399,White
10400,White
10402,White
10403,White
10404,White
10405,White
10406,White
10407,White
10409,White
10410,Black
10411,White
10412,White
10413,White
10414,White
10415,White
10416,White
10417,White
10418,White
10419,White
10420,White
10421,White
10422,White
10423,White
10424,White
10425,White
10426,White
10427,White
10428,White
10429,Asian
10430,White
10432,White
10433,White
10434,White
10435,White
10436,White
10437,White
10438,White
10439,White
10440,White
10441,White
10443,White
10444,White
10445,White
10446,White
10447,White
10448,White
10449,Black
10450,White
10452,White
10453,White
10454,White
10455,White
10456,White
10457,White
10458,Black
10459,White
10460,White
10461,Asian
10462,White
10463,White
10464,White
